string,n,frequency
intelligent,1,5
talked,1,6
to the time appointed,4,1
of their kingdom,3,1
sects of the,3,2
might be fulfilled,3,1
of the government,3,1
same heavenly messenger delivered,4,1
for his spirit,3,1
spirit of god,3,4
the spirit of prophecy and,5,1
stand in,2,3
beheld that i was naked,5,1
our fathers nevertheless we know,5,1
i lifted up my,4,1
and the holy ghost fell,5,1
at length the time,4,1
i preserve,2,1
reviling me and speaking,4,1
manchester ontario county new york,5,1
which were the sons of,5,1
also things which were,4,1
came before me saying behold,5,1
and of years,3,1
fruitful and multiply,3,4
weep seeing thou art,4,1
in their turn were equally,5,1
servant o god and,4,1
and thou art in the,5,1
tore it to,3,1
does now reveal,3,1
that it was of,4,1
fold for having entered into,5,1
when they were formed in,5,1
repent for thus saith,4,1
and shall be the,4,1
and the jews and what,5,1
grow up,2,1
such an hour as,4,1
discovered that,2,1
zion,1,17
and take away my,4,1
could only bring forth the,5,1
they shall know that,4,1
then had,2,1
made the earth is,4,1
lord said unto me the,5,1
moses as revealed to,4,3
hath come upon,3,1
earth to bring forth the,5,3
have found,2,2
and he walked with god,5,1
right up into,3,1
having been myself a,4,1
glorified and,2,1
the land and,3,7
begotten who shall,3,1
all that god,3,1
not reject his,3,1
as believed in,3,1
day that my chosen shall,5,1
he treated my communication,4,1
as yet made the attempt,5,1
thus from ham sprang that,5,1
were wrong,2,1
still continued,2,2
is darkness,2,1
things above them therefore,4,1
turned and went up,4,1
face to face,3,4
voice in the,3,1
should be saved with,4,1
dwell in tents and,4,1
contest,1,1
prevail among all the,4,1
from the fathers from,4,1
one mind and,3,1
the earth was without form,5,1
it up into,3,1
i at length,3,1
owing to my,3,1
her and he did eat,5,1
weeping and wailing,3,1
also gave me,3,1
am god,2,3
has this earth power to,5,1
right shall continue,3,1
a little over fourteen,4,1
occupied the,2,1
christ and in the holy,5,1
and thou art in,4,1
the almighty and the,4,1
that we would ever,4,1
begotten and mine,3,1
anxiously looked,2,1
words satan cried with a,5,1
our way therefore eternity was,5,1
the lord smiled upon it,5,1
enemies came,2,1
it was night and,4,1
this priesthood and this authority,5,1
and became into four heads,5,2
go and,2,3
give me,2,1
they were both naked,4,2
cheery temperament,2,1
loins should spring,3,1
while they were persecuting me,5,1
pharaoh signifies,2,1
the air but,3,1
two years,2,1
knew not,2,2
unto cain swear unto me,5,1
pharaoh the eldest son,4,1
should be commanded to,4,1
spoken the,2,1
usual went to the necessary,5,1
eastward in eden and,4,2
again and she,3,1
mine own eyes,3,1
of men and not yet,5,1
seed and shall rise,4,1
taught his,2,1
ordered until they obeyed,4,1
for my works are,4,1
to put forth,3,1
thee her,2,1
wherefore no man,3,1
my people will i,4,1
before god and it was,5,1
incidents immediately,2,1
in darkness,2,1
looked and from noah,4,1
glory was a,3,1
a greater follower,3,1
and replenish the earth,4,2
it in his,3,1
are dull,2,1
hands wherefore,2,1
other passages,2,1
influenced by any other,4,1
the land and they,4,1
after the form,3,1
for the benefit,3,1
thine eyes are,3,1
found the testimony of,4,1
the father of such,4,1
thou sworn unto,3,1
beginning henceforth and,3,1
a beginning to the number,5,1
reality speak to,3,1
day after day i continued,5,1
confession no one need suppose,5,1
addition,1,1
after for they,3,1
and the lesser,3,3
and prophesied and called upon,5,1
the plates for,3,1
every way,2,1
it divided the waters which,5,1
abel hearkened,2,1
hearken unto my commandments i,5,1
saying behold we,3,1
all kinds of,3,2
introduction pass,2,1
these things and many have,5,1
and the ends thereof,4,1
he sought to destroy the,5,1
forth there were,3,1
to excite the public,4,1
vision he had when,4,1
the holy commandments which,4,1
adam and also of,4,1
that it was impossible for,5,1
there i put,3,1
be not troubled for all,5,1
gave unto her,3,1
words were,2,1
was troubled and,3,1
his idolatry therefore he,4,1
laid his hands on,4,1
god ended my work,4,1
make of thee,3,2
september one,2,2
i be hid,3,1
upon our,2,4
religious feeling in,3,1
commandment that they should,4,1
do on this wise,4,1
his spirit hath not altogether,5,1
of leaving manchester and,4,1
with her and he,4,1
he beheld many lands,4,1
savior ministry to,3,1
millions of earths,3,1
servant will be content,4,1
earth was,2,2
will receive them,3,1
and i took one,4,1
the gate and up by,5,1
all the great lights which,5,1
and lo zion in process,5,1
not destroy,2,1
giddy to the,3,1
was and it was often,5,1
kill you,2,2
chaste benevolent virtuous,3,1
living souls in,3,1
sent upon,2,1
prevailed with the old gentleman,5,1
the giddy to,3,1
digging after it,3,1
water ye keep the,4,1
in the holy,3,2
blood ye are,3,1
should know him,3,1
creations from,2,1
brow as i the lord,5,1
my name is jehovah and,5,2
face shalt thou eat bread,5,1
tongue so that i could,5,1
i stood,2,1
as i was and so,5,1
healing,1,1
onyx stone,2,1
be taken on,3,1
in the day that the,5,1
daughters of men these,4,1
john who held,3,1
is upon you,3,1
the various events in,4,1
into the heart of the,5,1
fear exceedingly,2,1
many nations,2,1
and again knowing that,4,1
when again i,3,1
seed that is,3,1
for as the light,4,1
of persecution which had already,5,1
create,1,2
called every living creature,4,2
naturally that is pleasant,4,1
time according to the,4,1
god and many have,4,1
i have been induced to,5,1
abide,1,3
saying when the son,4,1
prove them,2,1
would take notice,3,1
the vision of the,4,2
am angry with this,4,1
the savior,2,6
and the personage who addressed,5,1
son whom he,3,1
lest any finding him,4,1
unto the end,3,2
the euphrates,2,1
and is acquainted with my,5,1
those days should,3,1
to come to any certain,5,1
and my power,3,1
should come to that place,5,1
for as they go,4,1
melchizedek which priesthood,3,1
have believed and,3,1
seed of jacob upon this,5,1
the day that noah,4,1
behold these which thine,4,1
manner his kingdom was to,5,1
the sects was right that,5,1
i will shut them up,5,1
down the altar of and,5,1
those which belong to the,5,1
commandments of god and it,5,1
militate,1,1
created i,2,3
have joy,2,1
waters,1,25
a work for thee moses,5,1
should love one another,4,1
arise and shall,3,1
unto my commandments i will,5,1
they hearkened not unto,4,2
or of stone therefore,4,1
in eden and there they,5,1
or greater,2,1
after the of,3,1
words went,2,1
an attempt to take them,5,1
chosen from the beginning said,5,1
was called the city of,5,1
the natural,2,2
women,1,2
all the families,3,3
persecution at the hands,4,1
forgiven thee thy,3,1
forth with fear in torment,5,1
satan whom thou commanded,4,1
and the fourth river was,5,1
ancient inhabitants,2,1
this robe,2,1
time i had the,4,1
enemies of the,3,1
thou art there and,4,1
they hate their own,4,1
it into the,3,1
have spoken for they,4,1
upon our father,3,1
unto me which i can,5,1
as it were the,4,1
if any man shall,4,1
previous,1,3
of cain wherein,3,1
mingling,1,1
word of god,3,2
that i abraham took to,5,1
associated with jovial company,4,1
clothes and unto,3,1
the day and the moon,5,1
face of the earth with,5,1
racked and,2,1
wherefore should,2,1
forever and thou art after,5,1
however still,2,1
men through the blood of,5,1
all things were,3,2
of time my mind became,5,1
the fourth,2,4
seemingly good,2,1
for no unclean thing can,5,1
upon the altar,3,2
unto me behold thy,4,1
who was very,3,1
his lies thou shalt,4,1
and truth is the,4,1
out that there were gold,5,1
confer the priesthood of,4,1
and his family that the,5,1
now pharaoh,2,1
were inhabitants on the,4,1
by any other,3,1
utterly refused to hearken to,5,1
spake unto adam saying,4,1
yet flesh upon the,4,1
but as for adam there,5,1
even as i spake and,5,1
that after i the,4,1
of the earth with,4,1
shall come in the meridian,5,2
with fear in,3,1
and he walked with,4,1
the first patriarchal reign,4,1
was hated and persecuted for,5,1
our books he quoted it,5,1
thousand eight hundred,3,4
his sight that those professors,5,1
from among,2,2
eternal life,2,5
lord after his manner,4,1
the and i saw,4,1
god even as our fathers,5,1
blessings of the earth,4,1
is bone of,3,1
keep the,2,5
receive the gift of the,5,1
they turned,2,1
are taken away by,4,1
right hand of god,4,2
surrounded,1,2
command them and they who,5,1
to pass that the god,5,1
thus noah found grace in,5,1
my father and farmed with,5,1
and commandments which i had,5,1
that after i the lord,5,1
our ears heard as in,5,1
god had given unto me,5,1
over every creeping thing that,5,2
was spiritual in,3,1
shall be the number,4,1
take away thy,3,1
said there was a book,5,1
word of god as far,5,1
the woods to make the,5,1
be afflicted and,3,1
upon with glory and,4,1
a god like,3,1
thou shalt be made,4,1
brilliancy over the face,4,1
have they devised murder and,5,1
of men had,3,1
the singularity,2,1
were sealed and that,4,1
gods of and also a,5,1
cain why art,3,1
priesthood unto all,3,1
looked around me and,4,1
bearing seed that shall come,5,1
you my fellow,3,1
out of eden to water,5,2
to one party,3,1
up to be afflicted and,5,1
resorted to for that,4,1
to keep them safe,4,1
ye must be born,4,1
i should let them go,5,1
as had been,3,1
was all,2,2
when instantly i saw,4,1
and the whole,3,2
did i,2,4
your lord doth come,4,1
but their hearts are,4,1
the true meaning,3,1
covered the earth and,4,1
great and important things pertaining,5,1
meridian of time in the,5,1
time it came to pass,5,1
stone therefore they were killed,5,1
by the messenger and,4,1
that had spoken the,4,1
came a man unto him,5,1
was put to board,4,1
and behold all things,4,2
and their ears are dull,5,1
of mine i should be,5,1
into insignificance and blots,4,1
me into,2,1
men liberally and,3,1
begotten thou made me and,5,1
greatest of all the,4,1
it be with,3,1
his manner,2,1
prepare the earth to bring,5,1
which priesthood he said would,5,1
against me,2,7
and righteousness will i send,5,1
born unto them the,4,1
to take away my life,5,2
and evil among all,4,1
looked upon the earth,4,2
the land of ur that,5,1
trembled and,2,2
right or are,3,1
found however,2,1
purpose,1,5
the lord their god,4,3
his religion based,3,1
would call for them,4,1
flesh in the,3,2
was and,2,5
and for adam there was,5,1
with a loud,3,3
said would in due,4,1
boy only between,3,1
numbered the days from,4,1
the mouth of god,4,1
men before they were,4,1
and i rested on,4,1
rebelled not but offered,4,1
not unto his words,4,1
or revelations,2,1
as they go forth,4,1
altar and that you,4,1
the feelings of this,4,1
to rain,2,2
the day that shall burn,5,1
said god hath appointed me,5,1
me kindly and,3,1
a son of god in,5,1
comprehended the light for it,5,1
the month of december and,5,1
we believe that a,4,1
unto me this,3,1
it saying how is it,5,1
and i have given,4,1
the account of the vision,5,1
the spaniards in harmony susquehanna,5,1
as pertaining to the priesthood,5,1
under heaven could not,4,1
adam gave names to all,5,2
land among the people,4,2
most high,2,1
the night and organized them,5,1
false prophets and,3,1
things were good,3,1
misery,1,3
my father being one,4,1
of mine hands,3,4
end and,2,1
has been upon,3,1
of the world and through,5,1
tree to be desired,4,1
he and,2,1
have commanded thee and no,5,1
organized the lights,3,1
secret unto,2,1
man saying,2,2
in the eyes of,4,1
probability that,2,1
him mine own power,4,1
who thou art and from,5,1
shall receive the holy ghost,5,1
his wife and they will,5,1
the day that noah entered,5,1
sunk no more to rise,5,1
patriarchs concerning the,3,1
go not forth behold,4,1
as had,2,1
the field which i,4,1
sons have sold themselves,4,1
and could,2,1
earth and every man,4,1
to beguile eve for he,5,1
the gods organized the lights,5,1
fulfilled i should,3,1
sustained by,2,1
our place,2,1
not spoken because,3,1
the powers of the,4,1
god will send him,4,1
f after,2,1
i found that,3,1
the water,2,8
multiply thy sorrow and,4,1
who keep their,3,3
for who would not,4,1
prepare an,2,1
enoch saw this,3,1
seed or the,3,1
eyes with clay,3,1
air but i,3,1
the death of,3,1
society i frequently fell into,5,1
declared by holy angels sent,5,1
