string,n,frequency
now the rest,3,1
was fulfilled,2,1
vessels of britain one after,5,1
although the king who himself,5,1
they made a feast,4,1
britain succeeded not as did,5,1
therein some of the,4,1
gallant let the,3,1
twice that,2,1
so he sent some of,5,1
with my fathers but,4,1
to destroy the servants,4,1
towards on lake champlain,4,1
before the mouths,3,1
beware that we be,4,1
three hours the,3,1
city which,2,1
a man of great,4,5
and the smoke thereof was,5,1
a man of columbia who,5,1
ward against,2,1
captain of columbia sir,4,1
men of britain who were,5,1
and was the captain thereof,5,1
and whatever,2,1
reward of their for,4,1
vermont,1,3
of washington the deliverer,4,1
and burnt upon,3,1
days whilst,2,1
discomfiture the,2,1
that day amongst whom were,5,1
plighted honor,2,1
britain weighed anchor and,4,1
captain arrived and the,4,1
my fathers,2,1
and attacked,2,1
some injury to the,4,1
practice in,2,2
so it came,3,11
vomit their thunders upon,4,1
hem ye in therefore,4,1
the gallant drove them,4,1
were used without,3,1
was great for there fell,5,1
on the captain,3,1
were defeated at,3,1
ceased and their feet were,5,1
whereof are but,3,1
number of her,3,1
twelve,1,3
the noise of,3,7
states of new,3,1
the frozen ground,3,1
making another,2,1
of the destroying engines in,5,1
age had made them feeble,5,1
millstone cast about his,4,1
thereof reached the ears,4,1
righteously dispensed and where the,5,1
darken the air,3,1
columbia for about,3,1
of these days and prepared,5,1
of columbia triumphed over,4,1
contrived a,2,1
proctor saw it was of,5,1
inhabitants round about the,4,1
the one half of,4,1
aloud and the,3,4
yankees and the people,4,1
united states was about,4,1
the plighted honor,3,1
were loth and hesitated,4,1
him for,2,9
the war although the,4,1
and went into their winter,5,1
to heavy upon,3,1
captive being twelve,3,1
head and,2,1
carried him on board,4,1
warning and swallowed,3,1
placing the destroying engines,4,1
the service,2,1
among the savages,3,2
were ungovernable,2,1
in a valley and moved,5,1
had spoken peace,3,1
have met the enemy and,5,1
captive the army of columbia,5,1
strength of his youth and,5,1
them a second,3,1
came forth,2,2
that carried,2,2
their numbers as the,4,1
them abroad and,3,1
her the other,3,1
an eagle,2,1
drawers of,2,1
would they believe it but,5,1
as one evil after,4,1
heard it noised abroad,4,1
the valiant and his brave,5,1
of a petty,3,1
he knew no cowardice,4,1
van his attempt,3,1
an hundred four score,4,1
their actual good,3,1
upon the land and echoed,5,1
river so that,3,1
store houses and,3,1
deep even two score,4,1
times ten,2,1
bred to,2,2
christian era that,3,2
making captives of them,4,1
and certain wise men,4,1
was received the doors,4,1
veil to,2,1
raise their hands against the,5,1
them to depart in haste,5,1
slain and wounded upon,4,1
went up and led,4,1
and ninety second,3,1
of the enemy were,4,1
the air and floated,4,1
emits,1,1
only seven slain and,4,1
and joshua barney,3,1
for about the space,4,5
steam frigate fulton,3,1
not yet prepared,3,1
went away,2,1
the port of,3,2
he had landed his,4,1
and were thankful,3,1
sent forth a decree making,5,2
whom they called besides,4,1
ordered to,2,5
ransom who,2,1
mouths as it were like,5,1
arrived they might assist his,5,1
thousand pieces o silver,4,1
and compelled them to depart,5,1
waterfalls of,2,1
but a few days,4,1
again the vessels uttered heir,5,1
their own children and,4,1
be employed against the people,5,1
this they put,3,1
human scalp,2,1
own ignorance,2,1
which perry conquered,3,1
they were overcome they cried,5,1
army followed after him in,5,1
people as darius,3,1
the other into,3,1
of the month being on,5,1
waged with great,3,1
fourteenth day of,3,1
that they might,3,18
the fort below the walls,5,1
the state of connecticut nigh,5,1
savages leaving behind him the,5,1
drop harmless at,3,1
set the destroying engines,4,1
citadel of,2,1
had become tumultuous,3,1
sailing vessels,2,1
lake they appeared like,4,1
shekels and the,3,1
brought him the,3,1
deeds they gathered together,4,1
of war they counted,4,1
his whole host even then,5,1
drooping,1,1
she from the,3,1
of the king and compelled,5,1
waited the approach of,4,1
britain that noble and generous,5,1
columbia had spoken,3,2
vessels into,2,1
captains and,2,8
the savages and upon the,5,1
lord hath given unto,4,1
york and throughout the,4,1
states in the,3,2
nevertheless when they had committed,5,1
their husbands,2,1
west army,2,1
discomfit the army,3,1
laden so that they,4,1
who commanded the vessels,4,1
another instrument,2,1
of algiers as the fleet,5,1
and five beside there,4,1
began to land their mighty,5,1
he against ignorance and stupidity,5,1
lawrence until,2,1
mattock,1,1
those who dealt in,4,2
men of britain treated the,5,1
tripoli which to the,4,1
destruction let the,3,1
of the city even in,5,1
puffed up with the vanity,5,1
him and decatur fought,4,1
into the air as doth,5,1
daniel the brave who had,5,1
sublime doctrine of the saviour,5,1
of his men with,4,1
spotted leopard,2,1
with fire and carried,4,1
this place on the,4,2
wilderness more than,3,1
four hundred those of,4,1
forth with his,3,1
him chief governor and,4,1
borrows a,2,1
maiden which upon the,4,1
poppy flourishes where,3,1
and chief captains in the,5,1
the length and the,4,1
broke a valiant,3,1
inflicted by,2,1
were suffering,2,1
chili to,2,1
great honor unto the captains,5,1
gave unto him and his,5,1
away was made partly of,5,1
and about the waters,4,1
day was four slam,4,1
the length of this wonder,5,1
was a certain,3,1
prince regent and the,4,1
of britain army against,4,1
numbers were,2,2
wrote unto the great when,5,1
neutral,1,2
had returned in triumph to,5,1
they murmured and their,4,1
whizzed about their cars,4,1
the ship and she burst,5,1
of britain they put,4,1
art and industry destroyed the,5,1
against them that,3,1
an end put to,4,1
hour when its noises,4,1
the chief city and signed,5,1
a dreadful battle fought,4,2
many were slain on,4,1
bind up,2,2
fort georgia,2,1
the flour,2,1
the king hath proclaimed,4,1
destruction fiercely in,3,1
us light in,3,1
the king of and the,5,1
faith of,2,2
they took a,3,1
were an hundred ninety,4,1
his life blood,3,1
and they are called,4,1
porch,1,1
north west army,3,1
the great commanding all servants,5,1
will sweep,2,1
by the strong chips,4,1
army of hampton from champlain,5,1
night and put a double,5,1
goods and the of,4,1
his ship the day before,5,1
a little which he,4,1
when the governor of,4,1
almost destroyed her whole,4,1
about forty wounded,3,1
recovered of his wounds and,5,1
and smoke were vomited,4,1
destroy the people of columbia,5,1
silent many years even,4,1
of britain forthwith to depart,5,1
interpretation thereof was in,4,1
mischievous balls of destruction showered,5,1
a chief town,3,1
it but when they,4,1
and beg for,3,1
band even,2,1
refused to pay,3,1
of men and our children,5,1
about the fifteenth day,4,1
of hail,2,1
be prevented shall,3,1
and on the fifteenth day,5,1
were about two score and,5,1
their spirits sunk and,4,1
brock their chief captain,4,1
lion with half,3,1
hulls expedition surrender of his,5,1
the king where they his,5,1
and his same was,4,1
and their wheat and,4,1
breeze and sailed from the,5,1
and black rock,3,1
to put the burning,4,1
bishop and,2,1
winds were adverse and blew,5,2
score women and children captive,5,1
the fiftieth,2,1
belonging,1,1
faith in,2,1
the beautiful,2,2
which come to pass,4,1
not their name a terror,5,1
of that day for,4,1
jacob and his brave men,5,2
army towards heights and,4,1
was no peace,3,1
the sixth day,3,2
the ships came,3,1
great multitude flocked to,4,1
mercy in them,3,1
great city containing therein,4,1
are they like unto,4,1
shot at the vessels,4,1
of half,2,5
can not prosper so,4,1
for he is a,4,1
thinking they were,3,1
brought the,2,3
showered around with,3,1
the officers communed one with,5,1
the king about forty years,5,1
george to annoy the enemy,5,1
loss was about,3,1
army towards heights,3,1
their thundering engines,3,2
them and the gallant,4,1
silver then will i unfold,5,1
was parker,2,1
trumpets their cymbals,3,1
your books,2,1
lord the king hath,4,1
now when the savages of,5,1
mediterranean in the way journeying,5,1
term of the,3,1
of one of the states,5,1
immediately they let the,4,1
the one side and,4,1
books of the great,4,1
slain among whom was,4,1
yet his name shall be,5,1
eighteen hundred and,3,11
about three hundred miles from,5,1
all these tribulations,3,1
six hundred valiant men who,5,1
communications from the mouths of,5,1
of peace drove,3,1
brought the destroying engines with,5,1
rattlesnake fell,2,1
they prevailed not,3,1
a great man who,4,1
hoe and,2,1
acted with him,3,1
could not flee,3,1
daughters of columbia sigh,4,1
voice of many years shall,5,1
and subdued them and made,5,1
privateer was six,3,1
now caleb in the hebrew,5,1
ontario between the fleets,4,1
other commissioners,2,1
birth,1,1
on the brave crossed,4,1
had assembled,2,2
the day when,3,2
had brought both,3,1
like the companions of,4,1
they parted,2,1
death the men,3,1
with an,2,2
of broke were more numerous,5,1
order to go against,4,1
thousand thunders,2,1
the army were gibbs and,5,1
loved it,2,1
the war david,3,1
evil torpedoes amongst our vessels,5,1
many were slain in,4,1
peace and when,3,1
them that are able to,5,1
second time they humbled,4,1
success but ascribed the victory,5,1
the only,2,1
leaving their,2,1
greatly rejoiced and,3,1
of columbia after,3,1
jewels and silver and,4,1
boats and they,3,2
and potentates,2,1
had resumed his command he,5,1
issues his proclamation,3,1
the state of georgia,4,3
vessel of columbia carrying,4,1
day of the second month,5,5
tribes were those who,4,1
nevertheless it proved a,4,1
in about the,3,4
of idolatry the staff,4,1
his entrenchments and strengthened himself,5,1
he quickly agreed to,4,1
arrived they might,3,1
kingdom of great britain and,5,2
they were amazed immediately,4,1
leonard was charged with the,5,1
king said unto them,4,1
abandon the siege of,4,1
fort george day,3,1
manner,1,6
who brought the bodies away,5,1
however the next day they,5,1
of montreal leaving their sick,5,1
after these things there was,5,1
princes of england but an,5,1
that harrison,2,2
which surrounded,2,1
the great but they prevailed,5,1
fire upon the,3,1
then chauncey went out against,5,1
the british frigate by,4,1
upon the face of,4,4
the names of the wise,5,1
to assist in,3,1
vomit their,2,1
war of britain saw that,5,1
unhurt for she was much,5,1
the state of south,4,1
four slam and five,4,1
committed many outrages upon,4,1
hours when,2,4
their children but they,4,1
the moan danced upon,4,1
great lamentations over him,4,1
the guards and,3,1
encamped,1,5
of the king about,4,3
heard that columbus had,4,1
with curious,2,2
now the ships,3,1
even now more than a,5,1
him through the city,4,1
likewise for these,3,1
they cast out their thunders,5,1
a score maimed,3,1
tops thereof moreover they,4,1
themselves to pay,3,1
the shores of virginia to,5,1
destruction began their roaring noises,5,1
and when the battle waxed,5,1
the city of new york,5,3
approached towards the fort and,5,1
wounded begged of an,4,1
containing more than a,4,1
cunning who have known only,5,1
be burnt with fire that,5,1
being entrapped for,3,1
breadth thereof thirty cubits,4,1
get all the men,4,1
unto a giant going,4,1
strait as,2,1
many others were,3,1
the length and,3,1
signify sleeping devils which,4,1
of the christian era and,5,3
of montreal until he,4,1
whose mild laws are,4,1
contrived by,2,1
sent a skilful,3,1
and the lord god,4,1
thou those little ones,4,1
with the destroying engines but,5,1
time the wicked was busily,5,1
the strong vessels of britain,5,3
forth scalding water,3,1
and and again the engines,5,1
towards the strong,3,7
bent on giving,3,1
he invited the people of,5,1
hold of fort boyer,4,1
the wolf and the deer,5,1
scribes of this,3,1
discomfited upon the waters,4,1
her whole commerce in the,5,1
leaving behind him the insignia,5,1
death into our hands and,5,1
an ass liked not,4,1
of the hold whose name,5,1
